tenure,totalcharges,seniorcitizen,monthlycharges,gender,partner,dependents,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod
42,4599.15,1,105.2,0,1,0,1,2,1,2,0,2,0,2,2,1,1,0
32,3089.6,0,98.85,0,1,1,1,2,1,0,2,0,0,2,2,0,1,2
19,465.85,0,24.7,0,0,0,1,2,2,1,1,1,1,1,1,0,0,0
4,214.55,0,50.7,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2
1,76.35,0,76.35,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2
53,4921.2,0,90.8,0,0,0,1,2,1,2,2,2,0,0,0,0,0,2
9,829.1,0,95.5,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2
2,44.75,0,29.05,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0
48,4445.3,0,95.4,1,0,0,1,2,1,2,0,0,2,0,2,0,1,2
72,1322.85,0,19.95,1,1,1,1,0,2,1,1,1,1,1,1,2,0,0
32,3608.0,0,109.55,0,0,0,1,2,1,2,0,2,2,2,2,1,1,0
6,270.95,0,44.75,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
30,2866.45,0,94.05,1,1,0,1,2,1,0,0,0,0,2,2,0,1,1
54,5643.4,0,105.4,1,0,0,1,0,1,2,2,0,2,2,2,1,1,1
51,4911.05,0,96.4,1,1,0,1,2,1,2,2,0,0,0,2,1,1,1
26,2078.55,0,81.9,0,1,0,1,0,0,0,2,2,2,2,2,0,0,0
11,1145.35,0,102.0,0,1,0,1,2,1,0,2,0,0,2,2,0,1,2
21,985.05,0,45.65,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3
69,6055.55,1,87.3,0,1,0,1,0,1,2,2,0,0,0,2,1,0,1
2,181.65,0,86.25,0,0,0,1,0,1,2,2,0,2,0,0,0,1,2
1,19.75,0,19.75,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3
72,7880.25,0,109.65,1,1,0,1,2,1,2,2,2,0,2,2,2,1,2
1,20.0,0,20.0,1,0,0,1,0,2,1,1,1,1,1,1,0,0,3
13,270.2,0,19.45,1,0,0,1,0,2,1,1,1,1,1,1,1,0,3
67,7112.15,1,105.6,0,1,0,1,2,1,2,2,0,0,2,2,1,1,2
8,152.6,0,19.35,1,1,1,1,0,2,1,1,1,1,1,1,0,1,3
1,49.65,0,49.65,1,0,0,1,0,0,0,0,2,0,0,0,0,1,3
50,1782.4,0,35.0,1,0,0,0,1,0,2,2,0,0,0,0,0,1,3
1,81.05,0,81.05,1,1,1,1,0,1,0,0,0,0,0,2,0,1,2
41,4454.25,0,109.1,0,1,1,1,2,1,0,2,2,2,2,2,1,1,0
4,229.55,0,61.45,1,1,1,1,0,0,0,0,0,2,0,2,0,0,1
70,1341.5,0,19.7,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0
18,1406.65,0,80.55,1,0,1,1,2,1,0,0,2,0,0,0,0,1,1
25,411.15,0,19.6,1,1,1,1,0,2,1,1,1,1,1,1,1,0,2
1,20.05,0,20.05,1,0,0,1,0,2,1,1,1,1,1,1,0,1,3
7,506.9,0,69.0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2
1,70.9,0,70.9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
52,4338.6,0,85.35,1,0,0,1,0,1,0,2,0,0,0,2,0,1,2
23,813.45,0,34.6,0,1,1,0,1,0,2,0,0,2,0,0,2,0,3
63,5435.0,0,83.5,1,1,1,1,2,0,2,2,2,0,2,2,2,0,1
15,1288.3,1,89.0,0,0,0,1,2,1,0,2,0,0,2,0,0,0,1
60,5941.05,0,99.65,0,0,0,1,0,1,0,2,2,0,2,2,2,1,2
1,70.4,0,70.4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2
29,1004.75,0,34.3,1,0,0,0,1,0,0,2,0,2,0,0,0,0,2
1,70.3,1,70.3,1,1,0,1,0,1,0,0,0,0,0,0,0,1,2
46,907.05,0,19.95,1,0,0,1,0,2,1,1,1,1,1,1,2,0,2
2,84.5,0,46.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
7,147.5,0,19.95,1,0,0,1,0,2,1,1,1,1,1,1,0,1,3
29,2656.7,1,90.1,1,1,0,1,0,1,2,0,2,0,0,2,1,0,0
37,2658.8,0,75.1,0,1,1,1,0,0,2,2,0,0,2,2,1,0,0
16,295.55,0,19.35,0,0,0,1,0,2,1,1,1,1,1,1,1,0,1
15,1010.0,0,65.6,0,0,1,1,0,0,2,2,2,2,0,0,1,0,1
29,2357.75,1,84.3,1,1,0,1,2,1,0,0,0,0,0,2,0,1,2
33,740.3,0,24.5,0,1,1,1,2,2,1,1,1,1,1,1,2,1,3
27,805.1,1,30.75,1,1,0,0,1,0,2,0,0,0,0,0,0,0,1
13,923.85,0,71.95,0,0,0,1,0,0,2,0,0,0,2,2,0,1,2
48,916.0,0,19.85,1,0,0,1,0,2,1,1,1,1,1,1,2,0,1
1,60.15,0,60.15,0,0,0,1,2,0,0,0,0,0,0,2,0,1,2
22,1253.5,0,59.05,0,0,0,1,2,0,2,0,0,2,0,0,0,1,3
54,3883.3,0,69.9,1,0,0,1,0,0,2,2,0,2,2,0,0,1,3
68,5746.75,0,84.4,0,1,1,1,2,1,0,2,2,0,0,0,2,1,1
72,1859.2,0,24.9,0,1,1,1,2,2,1,1,1,1,1,1,2,0,3
4,396.3,0,98.1,0,0,1,1,0,1,0,0,2,2,2,2,0,1,0
7,150.75,0,20.45,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3
29,2698.35,0,89.2,1,1,1,1,2,1,0,0,2,0,0,2,0,1,2
69,5553.25,0,81.5,1,0,0,1,2,0,2,2,2,2,0,2,2,1,1
22,1730.35,0,79.35,1,0,0,1,2,1,0,2,0,0,0,0,0,1,2
28,2625.55,0,89.95,0,0,0,1,2,1,0,2,0,0,0,2,0,1,2
8,487.75,0,60.0,0,0,0,1,0,0,2,0,0,0,2,0,0,1,2
16,275.7,0,20.0,1,0,0,1,0,2,1,1,1,1,1,1,0,0,3
72,1460.85,0,20.1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0
65,7082.85,0,107.65,0,1,0,1,2,1,0,2,2,2,2,2,2,1,0
30,2570.2,0,83.55,1,1,1,1,2,1,0,2,0,2,0,0,0,1,0
39,826.0,0,20.15,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3
53,4616.1,0,85.7,1,1,1,1,2,0,2,0,2,2,2,2,0,0,2
61,6518.35,0,103.3,0,1,0,1,2,1,0,0,2,2,2,2,1,1,0
3,98.5,0,29.2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3
1,70.15,0,70.15,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3
25,2015.35,0,79.85,0,0,0,1,0,1,2,2,0,0,0,0,0,1,0
29,2623.65,0,89.65,1,0,0,1,0,1,0,2,0,2,2,0,0,0,3
8,201.7,0,19.05,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3
15,1074.3,1,74.4,1,0,0,1,0,1,0,2,0,0,0,0,0,1,2
72,6719.9,0,92.3,1,1,0,1,2,0,2,2,2,2,2,2,2,0,1
52,2554.0,0,50.2,1,1,1,0,1,0,0,2,2,2,2,0,2,0,3
18,391.7,0,19.65,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3
2,118.25,1,56.55,0,0,0,1,2,0,0,2,0,0,0,0,0,1,1
58,6205.5,1,105.5,0,1,0,1,0,1,2,2,0,2,2,2,1,1,1
13,764.55,0,56.0,0,0,1,1,0,0,2,2,0,0,0,0,0,1,2
70,4113.15,0,58.4,0,1,1,0,1,0,0,2,2,2,2,2,1,1,0
44,2549.1,0,54.9,1,1,1,1,0,0,0,2,0,2,0,0,0,1,0
49,1453.1,0,30.2,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0
66,6690.75,1,100.8,0,1,0,1,2,1,0,2,0,0,2,2,0,1,2
61,5943.65,0,99.4,1,1,0,1,2,1,2,0,2,2,2,0,0,0,0
50,1932.75,0,39.7,0,0,0,0,1,0,0,2,2,2,0,0,2,0,1
50,1306.3,1,25.2,0,1,0,1,2,2,1,1,1,1,1,1,1,0,2
38,3691.2,0,95.1,1,0,0,1,2,1,0,2,2,0,0,2,0,1,1
72,7677.4,1,106.85,0,1,0,1,2,1,2,2,0,0,2,2,1,1,0
35,666.0,0,19.9,1,1,1,1,0,2,1,1,1,1,1,1,1,0,2
60,3694.45,0,60.5,1,1,1,1,0,0,2,2,2,0,0,0,2,0,0
35,3527.6,0,100.25,0,0,0,1,2,1,0,0,2,0,2,2,0,1,2
57,5535.8,0,95.0,0,1,1,1,0,1,0,2,0,0,2,2,1,1,2
49,4917.75,0,100.65,0,0,0,1,0,1,0,0,2,2,2,2,2,0,1
12,212.3,0,19.35,1,0,1,1,0,2,1,1,1,1,1,1,2,0,0
9,661.55,0,75.6,1,0,0,1,0,1,2,0,0,0,0,0,0,0,2
60,3237.05,0,53.6,0,0,0,0,1,0,2,0,2,0,2,2,2,0,2
51,2928.5,0,56.4,0,0,0,0,1,0,0,2,2,0,2,2,1,1,1
2,143.65,0,79.0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,2
40,1716.45,0,42.35,1,1,0,0,1,0,2,2,2,0,0,0,1,1,2
66,5930.05,0,90.95,0,0,1,1,2,1,2,0,2,2,0,0,2,1,1
13,831.75,0,66.4,1,0,1,1,0,0,0,0,0,0,2,2,0,0,1
16,1212.1,0,71.4,1,0,0,1,2,0,0,2,2,0,0,2,0,1,0
11,226.8,0,19.5,1,0,0,1,0,2,1,1,1,1,1,1,1,0,3
53,4867.95,0,94.25,1,1,0,1,0,1,0,2,0,0,2,2,1,1,0
52,2555.05,1,48.8,1,0,0,0,1,0,2,0,0,0,2,2,0,1,1
47,4138.9,0,86.95,1,0,0,1,0,0,2,2,2,2,2,2,1,1,0
28,3046.05,0,104.8,0,1,0,1,2,1,0,0,2,2,2,2,0,1,2
69,3804.4,0,53.65,1,1,0,1,0,0,2,2,0,0,0,0,1,1,1
33,3465.05,1,105.35,0,0,1,1,2,1,0,2,2,0,2,2,0,1,0
9,184.1,0,20.4,1,0,1,1,0,2,1,1,1,1,1,1,0,0,3
31,1520.1,0,49.85,0,0,0,0,1,0,2,2,0,2,0,2,2,1,0
46,4972.1,1,110.2,0,1,1,1,2,1,2,2,0,2,2,2,0,1,2
7,201.95,0,29.8,0,0,1,0,1,0,2,0,0,0,0,0,0,0,3
0,56.05,0,56.05,0,1,1,0,1,0,2,2,2,2,2,0,2,0,1
72,7325.1,0,100.55,1,1,0,1,2,1,2,2,0,2,0,2,2,1,0
72,8399.15,1,115.75,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1
11,531.15,0,51.1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2
64,1548.65,1,24.4,1,1,1,1,2,2,1,1,1,1,1,1,2,1,0
53,5682.25,0,105.55,0,0,0,1,2,1,0,2,2,0,2,2,2,0,2
3,244.1,0,75.3,0,0,0,1,0,0,0,2,0,2,2,2,0,1,2
71,7213.75,1,99.2,0,1,0,1,0,1,0,2,2,0,2,2,2,1,2
69,6841.45,0,99.5,1,1,0,1,2,1,0,0,2,0,2,2,1,0,0
53,4517.25,0,85.45,1,0,0,1,2,1,0,0,0,0,2,0,0,0,0
6,418.4,0,69.25,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3
20,1842.8,1,98.55,1,0,0,1,2,1,0,0,2,0,2,2,0,1,2
35,730.4,0,19.7,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1
1,55.0,0,55.0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,2
72,7251.7,0,99.9,0,1,1,1,2,1,2,2,0,2,2,0,2,0,0
37,3419.3,0,90.35,1,1,0,1,0,1,0,0,2,2,0,2,0,1,2
7,333.65,0,44.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2
17,418.25,0,20.75,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3
22,2162.6,0,95.1,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2
72,1414.65,0,19.8,1,1,1,1,0,2,1,1,1,1,1,1,2,1,1
40,4036.85,0,104.5,1,0,0,1,2,1,0,2,2,0,2,2,0,1,1
11,237.3,0,20.45,1,0,0,1,0,2,1,1,1,1,1,1,0,1,1
72,6716.45,1,90.15,0,1,1,1,2,0,2,2,2,2,2,2,2,1,0
29,1228.65,1,45.0,0,1,0,0,1,0,2,0,2,0,0,2,0,1,2
9,449.75,0,55.35,1,0,1,1,0,0,0,0,0,0,2,0,0,0,2
1,74.7,0,74.7,0,0,0,1,0,1,0,2,0,0,0,0,0,1,2
4,340.85,0,81.0,1,0,0,1,0,1,0,0,0,0,2,0,0,1,2
25,2178.6,0,90.4,1,1,1,1,0,1,0,0,0,0,2,2,1,1,2
1,20.15,0,20.15,0,1,1,1,0,2,1,1,1,1,1,1,0,1,1
9,653.25,0,69.5,1,0,0,1,0,0,2,0,2,2,2,0,0,1,3
1,43.95,0,43.95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
61,5321.25,0,88.65,0,0,0,1,2,0,0,2,2,2,2,2,2,0,1
64,5484.4,0,85.0,0,1,0,1,2,0,2,0,2,2,2,2,2,1,1
58,2878.55,0,50.3,1,1,0,1,0,0,0,0,2,0,0,0,1,0,1
6,414.1,0,60.9,1,0,0,1,0,0,0,0,2,0,2,0,0,0,3
36,3301.05,1,91.95,0,1,0,1,2,1,0,2,0,0,2,0,0,1,1
57,3053.0,0,53.45,0,1,1,1,0,0,2,2,0,0,0,0,1,0,2
50,5231.3,0,103.95,1,1,0,1,2,1,2,0,2,0,2,2,1,1,2
23,2192.9,0,95.3,1,0,0,1,0,1,0,2,0,0,2,2,0,0,3
64,5960.5,0,91.8,1,1,1,1,2,1,2,2,2,0,0,0,0,1,2
9,190.1,0,24.6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3
19,358.15,0,19.65,1,0,0,1,0,2,1,1,1,1,1,1,2,0,3
20,1055.9,1,54.0,1,0,0,1,0,0,2,0,0,2,0,0,1,0,3
43,3539.25,0,84.25,1,1,0,1,0,1,2,0,2,2,0,0,1,1,0
49,3906.7,0,84.5,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2
26,494.9,0,19.65,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1
9,571.45,0,69.4,0,0,1,1,0,0,0,0,0,2,2,2,0,1,1
3,63.6,0,20.0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3
4,443.9,0,105.65,0,0,0,1,0,1,0,2,2,2,2,2,1,1,2
57,3265.95,0,57.5,1,1,0,0,1,0,0,2,2,2,2,2,2,1,0
35,3653.35,1,100.5,0,1,0,1,2,1,2,2,0,2,2,0,0,1,0
1,68.95,0,68.95,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2
32,3217.65,1,100.4,0,1,1,1,2,1,0,2,0,0,2,2,0,1,2
8,819.4,1,100.6,1,0,0,1,2,1,0,0,2,0,2,2,0,1,2
3,272.2,0,85.8,0,0,0,1,0,1,0,0,0,2,0,2,0,0,2
2,41.85,0,20.35,0,1,0,1,0,2,1,1,1,1,1,1,0,0,3
55,5552.05,0,100.9,1,0,0,1,0,1,2,2,0,0,2,2,1,1,3
65,5769.6,0,89.75,1,1,0,1,2,1,2,2,2,0,0,0,1,0,2
13,1008.7,0,80.85,1,0,0,1,0,1,0,0,0,0,0,2,0,1,2
1,19.45,0,19.45,1,0,1,1,0,2,1,1,1,1,1,1,0,1,3
62,4300.45,0,70.45,0,1,1,1,2,0,0,0,0,0,2,2,0,1,1
14,1185.0,0,82.65,1,1,0,1,2,1,0,2,2,0,0,0,0,1,2
6,146.3,0,19.5,0,1,0,1,0,2,1,1,1,1,1,1,0,0,0
6,113.5,0,19.7,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3
42,4586.15,0,108.3,1,1,0,1,2,1,0,0,2,2,2,2,1,1,2
58,4230.25,0,71.6,1,1,1,1,2,0,2,2,2,2,0,0,2,0,1
54,5060.9,0,94.1,0,0,0,1,0,1,0,0,2,0,2,2,1,1,1
70,5265.55,0,72.95,1,1,0,1,2,0,0,2,2,2,2,0,2,0,0
54,5440.9,0,100.1,0,0,0,1,2,1,0,0,0,2,2,2,0,1,2
28,1426.45,0,54.35,1,1,0,1,0,0,2,0,0,2,0,0,1,0,3
1,74.4,1,74.4,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2
18,969.85,0,56.25,1,0,0,1,2,0,2,0,0,0,0,0,0,0,3
19,1682.4,0,89.95,1,0,0,1,0,1,0,0,2,2,2,0,0,0,3
67,4677.1,0,70.9,1,1,0,1,2,0,2,2,2,2,0,0,2,0,1
28,543.0,0,19.9,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3
1,29.7,0,29.7,1,0,0,0,1,0,2,0,0,0,0,0,0,0,3
56,3282.75,0,60.25,0,0,0,1,0,0,2,0,2,2,0,0,1,1,1
61,1252.0,0,20.55,1,1,0,1,0,2,1,1,1,1,1,1,1,1,1
52,5138.1,0,102.7,0,1,0,1,2,1,0,2,0,2,2,2,0,1,1
57,1170.55,0,19.6,1,0,1,1,0,2,1,1,1,1,1,1,2,1,3
67,6140.85,1,92.45,0,0,0,1,0,1,2,2,0,2,2,0,2,1,0
2,169.8,0,85.7,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2
4,68.45,0,20.15,0,0,0,1,0,2,1,1,1,1,1,1,0,1,1
35,3452.55,1,102.05,0,1,0,1,2,1,0,0,2,0,2,2,0,0,0
71,5564.85,0,79.1,1,1,0,1,0,0,0,2,2,2,2,2,2,1,1
57,5611.7,0,100.6,0,1,1,1,2,1,0,2,0,0,2,2,0,1,2
4,234.85,0,56.4,1,0,0,1,0,0,0,0,0,0,2,0,0,1,2
63,1275.85,0,19.7,1,1,1,1,0,2,1,1,1,1,1,1,2,0,3
60,5231.2,0,89.55,1,0,0,1,2,1,0,0,2,0,2,0,2,1,2
63,5377.8,0,84.65,1,1,0,1,2,1,2,0,0,2,0,0,2,1,1
11,223.15,0,19.55,1,0,0,1,0,2,1,1,1,1,1,1,2,0,1
17,365.8,0,20.5,1,0,0,1,0,2,1,1,1,1,1,1,1,1,3
23,478.75,0,20.4,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0
13,1132.35,0,89.4,0,0,0,1,2,1,0,2,2,2,0,0,0,0,2
70,6602.9,0,95.0,1,1,0,1,2,1,0,2,2,0,2,0,1,1,0
35,655.3,0,20.1,1,1,1,1,0,2,1,1,1,1,1,1,2,0,3
6,288.35,0,50.05,1,0,0,1,0,0,0,0,0,2,0,0,0,0,3
1,69.75,0,69.75,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
12,313.0,0,25.4,1,1,1,1,2,2,1,1,1,1,1,1,2,1,0
3,61.05,0,19.55,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2
66,7432.05,1,110.9,1,0,0,1,2,1,0,2,2,2,2,2,1,0,1
46,864.2,0,19.25,0,1,1,1,0,2,1,1,1,1,1,1,2,1,3
47,3865.6,1,86.05,1,0,0,1,2,1,0,0,0,0,2,0,0,1,1
40,2058.5,0,50.15,1,1,0,1,0,0,0,2,0,0,0,0,0,1,3
1,71.55,0,71.55,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3
31,2995.45,0,91.15,0,1,1,1,2,1,0,2,0,0,0,2,0,1,2
41,3263.9,0,80.55,0,0,0,1,2,0,0,2,2,0,2,2,1,1,2
70,7987.6,1,113.0,0,1,0,1,2,1,2,2,2,2,2,2,2,1,1
26,2146.5,0,85.75,1,0,0,1,0,1,0,2,0,0,2,0,0,1,2
27,1291.35,0,49.0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,3
41,806.95,0,19.75,0,0,0,1,0,2,1,1,1,1,1,1,1,1,3
67,3431.75,0,50.55,0,1,1,1,0,0,0,2,0,0,0,0,1,0,1
1,79.65,0,79.65,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2
45,1216.6,0,25.9,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1
47,5275.8,0,110.85,1,1,0,1,2,1,2,0,2,2,2,2,1,1,1
61,6428.4,0,106.6,0,0,0,1,2,1,0,0,2,2,2,2,2,1,2
1,19.75,0,19.75,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2
50,4025.6,0,75.5,1,1,1,1,0,0,2,0,0,2,2,2,1,0,2
24,1861.5,0,80.25,1,0,0,1,2,1,0,2,0,0,0,0,0,1,2
50,5153.5,0,103.05,0,1,1,1,0,1,0,0,2,2,2,2,1,0,3
7,515.45,0,69.85,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,85.45,0,85.45,0,0,0,1,0,1,0,0,2,0,2,0,0,1,2
7,344.2,1,45.75,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3
5,392.5,1,84.7,0,0,0,1,0,1,0,2,0,0,2,0,0,1,2
9,970.45,0,103.1,1,1,1,1,0,1,0,0,2,2,2,2,0,0,2
37,3358.65,0,90.6,1,0,0,1,2,0,2,2,2,2,2,2,1,1,0
24,1275.7,0,51.15,1,0,0,1,0,0,2,0,0,0,0,0,0,1,2
1,18.8,0,18.8,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3
8,415.05,0,51.05,1,1,1,1,0,0,0,0,2,0,0,0,0,1,2
68,7611.85,0,110.0,1,1,0,1,2,1,0,2,2,2,2,2,2,1,0
40,2586.0,0,65.1,0,0,0,1,0,0,2,2,0,0,2,0,0,0,3
12,1148.1,0,96.05,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2
26,2015.8,0,79.3,0,1,0,1,2,1,0,2,0,0,0,0,0,0,0
13,659.35,0,44.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3
50,1261.45,0,24.95,1,1,1,1,2,2,1,1,1,1,1,1,2,0,3
39,1131.3,0,30.1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1
4,76.35,0,20.35,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3
42,844.45,0,20.75,0,0,0,1,0,2,1,1,1,1,1,1,2,1,0
44,2603.95,0,59.85,1,1,0,1,0,0,2,2,0,2,0,0,1,1,0
1,71.1,0,71.1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
1,82.3,0,82.3,0,0,0,1,0,1,0,2,2,0,0,0,0,1,2
27,1411.35,0,50.35,1,0,0,1,0,0,2,0,0,0,0,0,0,0,3
51,5703.25,0,111.5,0,0,0,1,2,1,0,2,2,2,2,2,1,1,2
53,3357.9,0,61.1,1,0,0,1,0,0,0,0,2,0,0,2,1,1,2
18,1425.45,0,82.0,1,0,0,1,2,0,0,0,2,2,2,2,1,1,1
5,221.7,0,46.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
16,275.9,0,19.35,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3
14,321.7,0,24.8,1,0,0,1,2,2,1,1,1,1,1,1,1,1,1
63,5538.8,1,89.6,0,0,0,1,2,1,0,0,2,0,0,2,0,1,0
1,19.5,0,19.5,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3
12,274.7,0,25.25,0,1,1,1,2,2,1,1,1,1,1,1,2,0,1
3,59.75,0,19.6,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3
59,1267.0,0,20.35,0,1,0,1,0,2,1,1,1,1,1,1,1,0,3
72,4804.65,0,67.8,1,1,0,1,2,0,2,2,2,2,0,0,2,1,0
42,4135.0,0,99.0,0,1,0,1,0,1,0,0,2,2,2,2,2,1,1
67,6368.2,0,93.15,1,1,0,1,2,1,0,2,2,0,0,2,2,1,2
72,7559.55,0,104.9,1,1,1,1,0,1,2,0,2,2,2,2,2,1,1
48,3581.4,0,73.85,0,0,0,1,2,0,0,2,2,2,2,0,1,1,0
12,893.0,0,76.6,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2
27,2204.35,0,80.85,1,1,0,1,2,0,2,0,0,2,2,2,1,0,3
72,3983.6,0,55.3,1,1,1,1,2,0,2,0,0,0,0,0,2,0,0
14,1208.35,0,89.65,0,1,1,1,0,1,0,2,0,2,0,2,0,1,1
70,8250.0,0,115.15,0,1,1,1,2,1,2,2,2,2,2,2,2,1,1
33,2531.4,0,79.15,0,1,1,1,2,0,0,0,2,2,2,2,1,1,2
9,870.25,0,93.0,0,0,1,1,0,1,2,0,2,2,0,2,0,0,0
52,3042.25,0,57.95,0,0,0,1,0,0,2,0,2,2,0,0,1,0,1
1,24.7,0,24.7,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2
25,2043.45,0,84.8,1,0,0,1,2,1,0,0,0,0,0,2,0,1,2
72,7679.65,0,108.3,0,1,1,1,0,1,2,2,2,2,2,2,2,1,0
4,268.35,0,70.15,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2
19,1375.6,0,75.9,0,0,1,1,2,0,2,2,0,2,2,0,0,1,3
33,2171.15,0,68.25,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2
62,6703.5,0,106.05,0,1,1,1,2,1,0,2,0,2,2,2,1,1,1
18,1358.6,0,77.8,0,0,0,1,0,1,0,2,2,0,0,0,0,0,2
72,1482.3,0,20.7,0,1,1,1,0,2,1,1,1,1,1,1,2,1,3
66,6844.5,0,105.65,1,0,0,1,0,1,2,0,2,2,2,2,2,1,0
25,2566.5,0,104.95,0,1,0,1,2,1,0,0,2,2,2,2,0,1,0
13,382.2,0,30.15,0,0,1,0,1,0,0,2,0,0,0,0,0,0,2
42,2421.6,0,60.15,0,0,0,1,2,0,2,2,0,0,0,0,1,1,0
64,3845.45,0,60.05,1,1,1,0,1,0,2,0,2,2,2,2,2,1,0
17,307.0,0,19.35,0,1,0,1,0,2,1,1,1,1,1,1,1,0,3
29,601.6,0,19.35,0,0,0,1,0,2,1,1,1,1,1,1,0,0,1
1,84.85,0,84.85,1,0,0,1,0,1,0,0,2,0,2,0,0,1,2
72,7303.05,0,104.15,0,1,1,1,2,1,2,2,0,0,2,2,1,1,2
50,3557.7,0,69.75,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0
23,2184.85,1,104.45,1,1,0,1,2,1,0,2,2,0,2,2,0,1,2
68,4859.95,0,70.8,1,1,1,1,2,0,0,2,0,2,0,2,2,0,1
72,1434.1,0,19.85,1,0,0,1,0,2,1,1,1,1,1,1,2,0,0
67,4615.9,0,69.9,0,1,1,1,2,0,0,0,2,2,0,2,2,1,0
35,3180.5,1,91.0,1,0,0,1,2,1,2,0,0,0,0,2,0,0,1
43,2907.35,0,66.25,1,1,0,1,2,0,2,2,0,2,0,0,0,0,0
47,3496.3,0,74.05,0,0,0,1,2,0,2,2,0,2,0,2,2,0,3
2,80.35,0,46.05,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29,788.05,0,24.85,1,0,0,0,1,0,0,0,0,0,0,0,1,1,3
1,69.8,0,69.8,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2
56,6139.5,1,110.5,0,0,0,1,2,1,2,2,2,0,2,2,1,0,2
35,809.25,0,25.45,1,1,1,1,2,2,1,1,1,1,1,1,2,0,0
20,1614.2,1,80.7,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0
33,838.5,0,24.25,0,1,1,1,2,2,1,1,1,1,1,1,0,0,0
11,233.9,0,20.6,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3
38,2802.3,0,74.05,1,1,1,1,0,0,2,2,2,2,2,0,1,0,2
70,7475.85,1,107.9,0,1,1,1,2,1,0,2,2,2,2,2,1,1,2
62,1218.45,0,20.65,1,1,1,1,0,2,1,1,1,1,1,1,2,0,1
9,647.5,0,75.85,0,1,1,1,0,1,0,0,0,2,0,0,0,1,2
